movie_name,year,genre,rating,description
Miranda's Victim,2023,"Biography, Crime, Drama",8.8,"In 1963, eighteen-year-old Patricia Weir is kidnapped and brutally raped. Committed to putting her attacker, Ernesto Miranda, in prison, Trish's life is destroyed by America's legal system as she triggers a law that transforms the nation."
The Pitesti Experiment/Experimentul Pitesti,2022,"Biography, Drama, History",8.8,"The life story of Herman, a promising young man who under extreme circumstances changed into Romania's most effective torture machine in the infamous Pitesti Experiment during the Communist Regime."
Rocketry: The Nambi Effect,2022,"Biography, Drama",8.8,"Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him."
Harry Styles: Behind the Album,2017,Biography,8.7,"""Harry Styles: Behind the Album,"" a new film from production company Fulwell 73, chronicles Harry's musical journey while creating his much anticipated debut solo album. The film features ...                See full summary »"
Piyoli Phukan,1955,"Biography, History",8.7,Piyoli Phukan was one of the earliest Assamese leaders to raise voice against Britsh rule. He was hanged by British in 1830 after he was found guilty of masterminding a conspiracy to drive away the British from Assam.
A Rush of Hope: Find Answers to Life's Questions,2020,Biography,8.7,"Our life is like a movie. It has a beginning, middle, and end. We all have questions about this movie that we are in. Is this movie a tragedy? Is it a love story? Or is it a comedy? Do we win in the end? What is the meaning of my life?"
Dhuusar,2019,"Biography, Crime, Drama",8.7,"Dhuusar chronicles three distinct phases of Shiladitya's life as he finds himself in the whirlwind of unfavourable situations and his obsession to escape from them. A mother, a jailer, a ...                See full summary »"
Persistence of Memory,2014,"Biography, Drama, Romance",8.7,"A young Salvador Dali from his expulsion from art school in 1926 to his New York exhibition in 1934 featuring The Persistence of Memory, as centered around his relationship with lifelong muse and future wife Gala."
Briefwechsel,1973,"Biography, Drama",8.7,Add a Plot
Yeshua,1984,Biography,8.7,"A documentary series of five, fifty-minute episodes detailing the cultural- historical context of ancient Israel leading up to the life of Jesus Christ (or, in Hebrew, Yeshua Messiah). ...                See full summary »"
Toma,2021,"Biography, Drama, Music",8.7,"Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and the unique way he sang them, but also as a bohemian, both in his behavior and his soul."
Buamama,1985,"Biography, Drama, History",8.7,"The story of the film revolves around the epic of Sheikh Bouamama, a leader of the national resistance in Algeria during the French colonial era. The events are taking place in southwestern...                See full summary »"
Goodfellas,1990,"Biography, Crime, Drama",8.7,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
Paatra,2020,Biography,8.7,Based on life events of an Artist
Manatlya Unhat: In the Sunshine of the Mind,2015,Biography,8.7,Add a Plot
The Killers in Connecticut,2012,"Biography, Crime, Drama",8.7,The Killers In Connecticut is based on actual events. Two would be robbers follow a woman and her daughter home from the store. After dark they break in and what came next captured the ...                See full summary »
Sri Jagannatha Daasaru,2021,Biography,8.7,"For the first time in 50 years of Kannada Cinema, we bring to you a 300-year-old story as it happened. The story of Sri Jagannatha Daasaru - a saint and scholar who dwelt during the 18th Century."
Una lunga vacanza,2012,"Animation, Biography, History",8.7,Add a Plot
Subhas Chandra,1966,"Biography, Drama, History",8.7,This film is based on the life of Netaji Subhash Chandra Bose from a child to a great patriotic leader.
Hemalkasa,2014,"Biography, Drama, History",8.7,"Biopic on Dr. Prakash Amte, the selfless doctor and social worker who devoted his life towards the development and upliftment of the tribal people in the forests of western Maharashtra."
Aarti the Unknown Love Story,2017,Biography,8.6,Aarti The Unknown Love Story is a 2017 Marathi biography of Sunny Pawar who loves his girlfriend unconditionally and took care of her for years.
Francis of Brooklyn,2012,"Biography, Comedy, Drama",8.6,A Traumatized veteran's vision of Jesus leads him to renounce everything he owns and form a fraternity of oddball eccentrics to join him in Gospel poverty and homelessness on the streets of Brooklyn.
Nehemiah: 'The Joy of Jehovah Is Your Stronghold',2020,Biography,8.6,"Nehemiah leaves his position in the Castle of Shushan to rebuild the walls of Jehovah's great city. However, a large construction project isn't the only test he will face. Will prayer and ...                See full summary »"
Invisible Hacker,2023.0,"Action, Sci-Fi",10.0,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »"
She Inherited Danger,2022.0,Thriller,10.0,Add a Plot
She Inherited Danger,2022.0,Thriller,10.0,Add a Plot
The Universal Quest,2023.0,"Adventure, Sci-Fi",10.0,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »"
Invisible Hacker,2023.0,"Action, Sci-Fi",10.0,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »"
Time's Paradox,2023.0,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Tahanan (Home),2022.0,"Drama, Romance",10.0,"After being forced to move to the United States due to financial struggles, a young Filipino boy named Jerome questions what home really means to him."
Don Cutting 2,2021.0,Romance,10.0,Add a Plot
The Puzzling Secret,2020.0,Mystery,10.0,Add a Plot
Time's Paradox,2023.0,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Love Mein,2022.0,"Action, Romance",10.0,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?
Journey of Eternity,2019.0,"Drama, History",10.0,"After his beloved fiancé was forcibly taken away, Esho a school teacher, is falsely accused of committing a crime and gets thrown in an Iraqi prison. While in prison, he witnesses the ...                See full summary »"
An Example of Teenage Boredom: The Movie,2022.0,"Action, Comedy, Western",10.0,"It's the time of the Wild West. No. It's the time of the late 80s. Uh. It's the time of the Present Time. Nope. Hold on. Thunder and Laughter. No. Stairs. Walking. And more stairs. No. Grass. Sky. An-Old-Man-Near-A-Tree. Oh, it's done."
The Universal Quest,2023.0,"Adventure, Sci-Fi",10.0,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »"
Invisible Hacker,2023.0,"Action, Sci-Fi",10.0,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »"
The Universal Quest,2023.0,"Adventure, Sci-Fi",10.0,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »"
Love Mein,2022.0,"Action, Romance",10.0,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?
Time's Paradox,2023.0,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
An Example of Teenage Boredom: The Movie,2022.0,"Action, Comedy, Western",10.0,"It's the time of the Wild West. No. It's the time of the late 80s. Uh. It's the time of the Present Time. Nope. Hold on. Thunder and Laughter. No. Stairs. Walking. And more stairs. No. Grass. Sky. An-Old-Man-Near-A-Tree. Oh, it's done."
The Universal Quest,2023.0,"Adventure, Sci-Fi",10.0,"""The Universal Quest"" is a sci-fi epic that takes the audience on a thrilling journey through the vast reaches of space. The film explores the mysteries of the universe and the search for ...                See full summary »"
Invisible Hacker,2023.0,"Action, Sci-Fi",10.0,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »"
Journey of Eternity,2019.0,"Drama, History",10.0,"After his beloved fiancé was forcibly taken away, Esho a school teacher, is falsely accused of committing a crime and gets thrown in an Iraqi prison. While in prison, he witnesses the ...                See full summary »"
Time's Paradox,2023.0,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Tahanan (Home),2022.0,"Drama, Romance",10.0,"After being forced to move to the United States due to financial struggles, a young Filipino boy named Jerome questions what home really means to him."
Don Cutting 2,2021.0,Romance,10.0,Add a Plot
The Puzzling Secret,2020.0,Mystery,10.0,Add a Plot
Wandering Bonbon,2022.0,Romance,9.9,"'Hitoe', a woman who spent a long time aimlessly drinking and drinking every day. It doesn't cut down on the actual 'Masaru' or gives it satisfaction. Then one day, 'Masaru' disappears in front of her."
Khasagi Putagalu,2022.0,"Comedy, Drama, Romance",9.9,A coastal backdrop romantic comedy movie mainly set in Udupi and it's surroundings.
Oye Jassi Oye,2023.0,"Comedy, Romance, Thriller",9.9,Add a Plot
Sika,2022.0,"Drama, History",9.9,"Abdelghafour is a journalist who writes about the social and historical links between the inhabitants of the far north and the south of Morocco. He is trucked by al-Batal, a head of a ...                See full summary »"
Kalpvariksha (Part One): Paramchakra,2022.0,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences
Nerazumevalica (Understandinglessness),2022.0,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Wandering Bonbon,2022.0,Romance,9.9,"'Hitoe', a woman who spent a long time aimlessly drinking and drinking every day. It doesn't cut down on the actual 'Masaru' or gives it satisfaction. Then one day, 'Masaru' disappears in front of her."
Nerazumevalica (Understandinglessness),2022.0,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Oye Jassi Oye,2023.0,"Comedy, Romance, Thriller",9.9,Add a Plot
Khasagi Putagalu,2022.0,"Comedy, Drama, Romance",9.9,A coastal backdrop romantic comedy movie mainly set in Udupi and it's surroundings.
Kalpvariksha (Part One): Paramchakra,2022.0,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences
Sika,2022.0,"Drama, History",9.9,"Abdelghafour is a journalist who writes about the social and historical links between the inhabitants of the far north and the south of Morocco. He is trucked by al-Batal, a head of a ...                See full summary »"
Nerazumevalica (Understandinglessness),2022.0,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Low Heat,2021.0,"Action, Comedy, Drama",9.9,The foul mouth quick quipping Jamal becomes involved with two greedy drug dealers in a drug deal that's gone completely off track. Jamal becomes captured alongside an unlikely ally. The ...                See full summary »
Maanavudu Daanavudu,1986.0,Family,9.9,Add a Plot
Nerazumevalica (Understandinglessness),2022.0,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Maanavudu Daanavudu,1986.0,Family,9.9,Add a Plot
Kalpvariksha (Part One): Paramchakra,2022.0,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences
Kalpvariksha (Part One): Paramchakra,2022.0,"Adventure, Thriller",9.9,Vinayak found his way to attain the powers of Kalpvariksha through Paramchakra but there were adverse consequences
Low Heat,2021.0,"Action, Comedy, Drama",9.9,The foul mouth quick quipping Jamal becomes involved with two greedy drug dealers in a drug deal that's gone completely off track. Jamal becomes captured alongside an unlikely ally. The ...                See full summary »
La Canne du Roi,2021.0,Adventure,9.8,"Ola and Tagla find the Recade of the King Shark, a very powerful and coveted ancient artifact that disappeared when the King died. Their only hope is to bring the recade back to Loko the new King of Danxomey."
Angelito San Miguel at Ang Mga Batang City Jail,1991.0,"Action, Crime, Drama",9.8,Angelito leads a group of young ex-convicts who will risk going back to prison in order to fight a notorious syndicate.
Mrugtrushna,2021.0,"Drama, Fantasy",9.8,"Mrugtrushna is about four kids living on the banks of a river in 1980s Gujarat, and their desire to explore the other side of the river, leading them on a journey of imagination and wonder that they would cherish and remember forever."
Nishachar,2022.0,Mystery,9.8,Ritu goes clubbing late at night furiously because she had a feud with her boyfriend but the night had some treacherous plans for her.
The Shoonyah: Chapter 1 - Blow of the War Horns,2021.0,Action,9.8,"This epic fantasy fiction portrays Indian martial art form Kalarippayattu at it's best. The magnificent journey of a martial art prodigy from a young aspiring boy to a legendary warrior, ...                See full summary »"
The Next Morning,2022.0,Crime,9.8,"Children are similar to gods, so how do they become devils?"
Asatveera,2021.0,Crime,9.8,Add a Plot
Neon Tank,2022.0,"Drama, Sci-Fi",9.8,"In a neon-lit world where death is just a transition, a skilled hacker confronts his own values as he navigates a society of soul-traders."
Hangga't may hininga,1964.0,Action,9.8,Three fighting brothers in blood out to kill their own father.
Angelito San Miguel at Ang Mga Batang City Jail,1991.0,"Action, Crime, Drama",9.8,Angelito leads a group of young ex-convicts who will risk going back to prison in order to fight a notorious syndicate.
Fazeeta,2019.0,"Comedy, Drama, Family",9.8,"This story is about a milk seller who is very honest and diligent in his work. Soni collides with Vikash's motorcycle and Vikash takes her to the hospital and takes care of them, both of them fall in love and then get married."
The Key of Baku,2022.0,Action,9.8,Add a Plot
Smile Hearts,2022.0,Family,9.8,Healthy and successful life make with smile Heart
Prince Oak Oakleyski Andronovo,2022.0,"Drama, Family",9.8,"It's a Family sort of genre, plus strong vibe of Drama improvised with ebullience of togetherness when Prince Oak Oakleyski, Akim Rakhimov, and other members of Andronovo tradition assembled together in one tribe educating modern routine."
Thirteen Downs,2012.0,"Drama, Family",9.8,"A modern day Drama that explores a broken family's fallen past. When an estranged son shows up at his missing father's home only to find an underage girl staying there, a mad rush to put all the pieces together ensues."
The Great Mystery,2010.0,Family,9.8,"Off to see the American West, and exploring the religious traditions of the world. Catherine Corona undertakes a Great Adventure discovering The Greatest Mystery of All time!"
Sueños Ilegales,2022.0,"Biography, Drama",9.8,"Dreaming of a better life, two brothers from El Salvador cross the border. But their paths diverge with one headed for success, the other for tragedy."
Chaurasi Puja,2022.0,"Biography, Drama, History",9.8,Add a Plot
Viratapura Viraagi,2023.0,Biography,9.8,A spiritual journal of a divine person.
Prince Oak Oakleyski: Lord Kandanai Maneesawath,2022.0,"Adventure, Biography, History",9.8,"Biography of his early life, team history, and exciting adventure of Prince Oak Oakleyski a.k.a. Lord Kandanai Maneesawath in real life movie. This movie demonstrates many aspects of how Prince Oak Oakleyski unveiled himself."
Prathigna,1982.0,"Comedy, Family",9.8,Add a Plot
Prince Oak Oakleyski: Eurasia Handsome Sovereign,2022.0,Mystery,9.8,"Prince Oak Oakleyski returned to Tashkent city once again because he missed his forefather, but there's something about him that lead an enormous group of people to be his attendance."
The Next Morning,2022.0,Crime,9.8,"Children are similar to gods, so how do they become devils?"
Love Mein,2022.0,"Action, Romance",9.8,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?
Prince Oak Oakleyski: Lord Kandanai Maneesawath,2022.0,"Adventure, Biography, History",9.8,"Biography of his early life, team history, and exciting adventure of Prince Oak Oakleyski a.k.a. Lord Kandanai Maneesawath in real life movie. This movie demonstrates many aspects of how Prince Oak Oakleyski unveiled himself."
Adai Mazhai Kaalam,2023.0,Romance,9.8,A tale of a young man and the journey of Love in his life to understand the meaning of eternal love and its purpose. An emotional roller coaster presented with a touch of fantasy .
The Shoonyah: Chapter 1 - Blow of the War Horns,2021.0,Action,9.8,"This epic fantasy fiction portrays Indian martial art form Kalarippayattu at it's best. The magnificent journey of a martial art prodigy from a young aspiring boy to a legendary warrior, ...                See full summary »"
The Key of Baku,2022.0,Action,9.8,Add a Plot
Ekalavya,2022.0,"Drama, Thriller",9.8,Add a Plot
The Trees of the East,2018.0,Thriller,9.8,"A hustler in East Atlanta is rumored to have buried something in the woods before his murder. The streets are on a treasure hunt to recover the lost stash. Meanwhile, a group of assassins wreak havoc on the city."
King James,2019.0,Thriller,9.8,"A year after his mentor, Jake, was felled during an undercover exchange of information with The Canon. Frank Vincent has desperately struggled to battle his own demons while seeking answers that will finally bring him face to face with The Canon and their Systemiser."
Prince Oak Oakleyski: Lord Kandanai Maneesawath,2022.0,"Adventure, Biography, History",9.8,"Biography of his early life, team history, and exciting adventure of Prince Oak Oakleyski a.k.a. Lord Kandanai Maneesawath in real life movie. This movie demonstrates many aspects of how Prince Oak Oakleyski unveiled himself."
The Awakening,2014.0,Thriller,9.8,Add a Plot
"The Anthology of Julius, the Nigerian Immigrant",2021.0,Thriller,9.8,A Nigerian immigrant seeking his green card is caught in a web of deception when the FBI forces him to bust the very same con he used to steal millions from others.
Marika,2022.0,Thriller,9.8,"Marika Vargosh is a girl with a dark past and a difficult present. An orphan with no education, she is forced to work in a brothel in order to have enough to live on."
Burhan vs afspa,2019.0,Thriller,9.8,"Burhan film is inspired story of burhan want,which shows the negative side of some dirty political people who uses religion,it's not exactly his story but only inspired by him,"
Adai Mazhai Kaalam,2023.0,Romance,9.8,A tale of a young man and the journey of Love in his life to understand the meaning of eternal love and its purpose. An emotional roller coaster presented with a touch of fantasy .
Love Mein,2022.0,"Action, Romance",9.8,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?
Nishachar,2022.0,Mystery,9.8,Ritu goes clubbing late at night furiously because she had a feud with her boyfriend but the night had some treacherous plans for her.
Prince Oak Oakleyski: Eurasia Handsome Sovereign,2022.0,Mystery,9.8,"Prince Oak Oakleyski returned to Tashkent city once again because he missed his forefather, but there's something about him that lead an enormous group of people to be his attendance."
I Found My Heart in Sante Fe,2017.0,Romance,9.8,Add a Plot
Kida,2022.0,"Drama, Thriller",9.8,"The story revolves around three characters - a grandfather, his grandson and his pet goat and a butcher. They are forced to take hard decisions to fulfill their dreams by the dawn of Diwali."
Dark Highway,2012.0,Thriller,9.8,Add a Plot
Nee Jathaga,2021.0,"Comedy, Drama, Romance",9.8,"Sahastra ( protagonist) has everything in her life like good parents, education and job except excitement . So that she is curious to explore new things . In order she went to three days trekking."
Buried in Tucson,2007.0,"Adventure, Drama",9.8,"Anton and Lena have a simple, self-obsessed relationship till a chance opportunity falls into their path, $980,000 buried in the desert. As they get closer to their dreams, a world of lies,...                See full summary »"
Sorry Karma Returns,2022.0,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?"
Saddu Vicharane Nadeyuttide,2022.0,"Crime, Thriller",9.7,The Mysterious case of inter-caste missing couple creates Media Uproar is handed over by police department to dynamic crime branch officer Pruthvi Raj who cracks the case which has Twists and Turns
GUHAAR,2022.0,Crime,9.7,A poor farmer fight against a rich landlord and the corrupt administrates for a small piece of land. Ends with a painful decision to save his farms for his family.
Parvatinagar,2022.0,"Crime, Mystery, Thriller",9.7,"Police arrest former lover 'Arvind' of a prostitute 'Shweta' for her murder . The police are suspicious of Arvind but have no evidence to support it. After getting beaten up by the police, ...                See full summary »"
Hije,2016.0,"Crime, Mystery, Thriller",9.7,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »"
NINA,2018.0,"Crime, Drama, Thriller",9.7,"In search of her father's murderer, Nina meets the aged ex-cop Rainer. Soon, the young loner and the failed family man fill a gap in each other's lives. But as Nina digs deeper into the ...                See full summary »"
Nji Prej Nesh,2022.0,"Crime, Drama",9.7,"A former volunteer in the Kosovo war returns to Albania to pursue a career in the police force. In the country's chaotic and corrupt capital city, Tirana, the ex-soldier turned cop and ends up solving the crime he committed."
Forgotten Heroes: The Robert Hartsock Story,2019.0,History,9.7,"In Vietnam, over 10,000 American lives were saved by the actions of over 4,000 military working dogs and their handlers. This is the story of US Army SSgt Robert Hartsock, the only handler to have ever received the Medal of Honor."
Sorry Karma Returns,2022.0,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?"
The Next Morning,2022,Crime,9.8,"Children are similar to gods, so how do they become devils?"
Asatveera,2021,Crime,9.8,Add a Plot
Angelito San Miguel at Ang Mga Batang City Jail,1991,"Action, Crime, Drama",9.8,Angelito leads a group of young ex-convicts who will risk going back to prison in order to fight a notorious syndicate.
Hije,2016,"Crime, Mystery, Thriller",9.7,"Several homicides have shocked an Albanian small town. Gangs of the same criminal band have been murdered within a night. The prosecutor is investigating the case, while interrogating the ...                See full summary »"
Saddu Vicharane Nadeyuttide,2022,"Crime, Thriller",9.7,The Mysterious case of inter-caste missing couple creates Media Uproar is handed over by police department to dynamic crime branch officer Pruthvi Raj who cracks the case which has Twists and Turns
GUHAAR,2022,Crime,9.7,A poor farmer fight against a rich landlord and the corrupt administrates for a small piece of land. Ends with a painful decision to save his farms for his family.
Sorry Karma Returns,2022,"Crime, Mystery, Thriller",9.7,"A group of youngsters led by PK, the son of a political heavyweight are on a journey to their resort and the Karma returns in various forms through all the sins they have committed in the past. Will the Karma triumph over the tyranny ?"
NINA,2018,"Crime, Drama, Thriller",9.7,"In search of her father's murderer, Nina meets the aged ex-cop Rainer. Soon, the young loner and the failed family man fill a gap in each other's lives. But as Nina digs deeper into the ...                See full summary »"
Parvatinagar,2022,"Crime, Mystery, Thriller",9.7,"Police arrest former lover 'Arvind' of a prostitute 'Shweta' for her murder . The police are suspicious of Arvind but have no evidence to support it. After getting beaten up by the police, ...                See full summary »"
Nji Prej Nesh,2022,"Crime, Drama",9.7,"A former volunteer in the Kosovo war returns to Albania to pursue a career in the police force. In the country's chaotic and corrupt capital city, Tirana, the ex-soldier turned cop and ends up solving the crime he committed."
Bluff,2023,"Crime, Drama, Mystery",9.7,"A suspect of murder goes ""by hook or by crook"" way to prove himself not guilty."
How to Rob,2022,Crime,9.6,"Sean Price and Jimmy Winters are a two man stick up crew, robbing criminals from Boston to Cape Cod. Sean wants out of the game but it's not so simple when a couple of killers are hunting them for retribution over a past robbery."
King B.'s ROOST the Sequel,2010,"Action, Crime",9.6,"The Gang is back well, at least the Mob is. Follow Alex ""Candyman"" Sims as he tries to navigate the Chicago Mob and escape with his life."
La Muerte De Un Federal,2019,"Crime, Adventure, Action",9.6,Add a Plot
Forgotten Legacy,2022,Crime,9.6,"When legendary serial killer Micah Anders dies in prison, a sudden and renewed interest arises in the crimes he committed 10 years prior in an isolated area of the Sierra Nevada mountains."
Unexpected Confrontation,2019,"Crime, Drama",9.6,"When a police detective drives her way to a typical day at work, she soon finds out Reality can be way stranger than the Twilight Zone. This ironic, provocative and yet realistic portrait ...                See full summary »"
Quem Matou Laura Paula,2022,"Comedy, Crime, Thriller",9.6,"When a nun from the Sagrado Convento de Queijo Flamengo is found dead at the bottom of a ravine, detective Tó Manel - known as the Poirot of Marco de Canaveses - goes in search of the truth in a mind-boggling investigation."
Murders in the Snowy Minisote,2022,Crime,9.6,Add a Plot
College road,2022,Crime,9.6,"Ajay, a college student develops software to help nab cyber criminals. At the same time, a cyber crime spree is happening in Chennai."
Foster Sin,2018,"Crime, Drama",9.5,The movie Foster Sin will bring some awareness to the mistreatment of the children in the foster care system.
Dream Lock,2022,"Crime, Drama, Mystery",9.5,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.
Range Road 290,2023,Crime,9.5,"A day in the life of Samar and Jeeta, two street-smart Punjabi drug dealers from Calgary. After serving 3 years in prison, today Samar returns home to an estranged wife Kamal. Though his ...                See full summary »"
Broken Truth,2020,"Crime, Drama, Thriller",9.5,"It's about a man (Michael) who loves his neighbor woman (Jessica), and enter a problem after a problem until he know something that change the look of life for him, you'll cry when you understand his feelings"
Pulse of the Indigo,2012,"Crime, Thriller",9.5,"Two crime families are at war, but soon realize they aren't the only ones capable of murder."
Adnan Kafazi,2023,"Comedy, Crime, Drama",9.5,"As their city is occupied by a new organized crime boss, three local gangsters decide to return from Mexico and fight him in a mouse and cat game."
Dangerous Ones,2022,"Crime, Drama, Western",9.5,"A New York City couple decide to take a getaway trip to Texas, but unknowingly cross paths with the wrong kind of people."
Muttnik,2009,"Crime, Horror, Thriller",9.5,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »"
Vilangu,1987,Crime,9.5,"Jayaram, a police officer, detains the son of an international criminal, Amarnath. However, the lives of Jayaram's family are at stake when Amarnath kidnaps them and demands the release of his son."
Little Angel (Angelita),2015,"Crime, Drama, Thriller",9.5,"When the unspeakable death of a child occurs in the Lower East Side of New York, an entire city searches for answers. An answer that brings a chill up the spine of anyone strong enough to ...                See full summary »"
Detective Inspector,2022,"Action, Comedy, Crime",9.5,"After the events of The Arsonist (2020), Detective Constable Price (George Everett-Button) and Detective Inspector Newman (Toby Haycock) team up to defend the city from corruption."
Railway Raju,2019,"Crime, Thriller",9.5,Raju is the star wrestler of the Bhaiyaji gang and is pulled into the life of crime in the battle with the Suleman Qureshi gang. Maya is a girl living along the Ganges river and is ...                See full summary »
Revenge Strategy,2016,"Action, Crime, Mystery",9.4,A father who has tragically lost his daughter joins forces with a betrayed terrorist to settle a score before the spiral of revenge reaches them.
The Bishop,2015,Crime,9.4,"""This is a story about urban life, struggles of faith, incarceration and salvation. A teenage Billy Jr. abandons his Christian roots; leaves his church affiliation and forfeits High School....                See full summary »"
Third Law,2018,"Comedy, Crime, Thriller",9.4,"A stranger comes to a small town and sets into motion a series of events that would affect the lives of those who live there, including the nefarious Neo-Nazi gang that runs it's criminal underworld."
Action on NTV: Definitive Edition,2021,"Action, Comedy, Crime",9.4,It all started for non-payment of debts. An authority named Boss and his gang are now trying to lure out of Pushnoy's values in any way. Bandits graze him heavily. The struggle is not for ...                See full summary »
Kerbe,2021,"Crime, Drama",9.4,Family's life turned upside down after welcoming an uncle when he sexually assaults the young daughter. It evolves around how society's perception and pressure has divided the family apart in bringing the man forward to the authorities.
Spring Thunder,2018,"Crime, Drama",9.3,"Storytelling the tussle between 'Sustainability' & 'Development' in context of rural India, film 'Spring Thunder' narrates the story of a Uranium mining tender at the highest plateau of ...                See full summary »"
No End,2022,"Comedy, Crime, Mystery",9.3,"Ayaz is an ordinary man who wishes for his own home. His brother-in-law left Iran for a long time due to his anti-government activities, but the news of his possible return reaches Ayaz. ...                See full summary »"
Pound of Pure,2008,Crime,9.3,"Devon Murray indulged in a life of drug abuse and escape. When his girlfriend Tanya nearly over-doses as a result of their dangerous lifestyle, he is caught by the police and sent to a ...                See full summary »"
Gatilleros del Rio Bravo,1985,"Action, Crime, Drama",9.3,Add a Plot
Moksha,2022,"Crime, Horror, Mystery",9.3,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »
Highwaymen Bloodlust,2022,"Crime, Thriller",9.3,"A year later, the two gangsters, Bonnie and Cliff return to Sarreguemines. Their mission? Settle some business once and for all. Inspector HUBERT wants to put an end to this run, once and for all."
Shelter in Solitude,2022,"Comedy, Crime, Drama",9.3,"Follows a wannabe country singer, faith-filled and her unconventional relationship."
Chedda Boys,2021,Crime,9.3,"King a promising basketball prospect raised in a family of drug dealing, eager to make his name. After graduating high school, he joins his cousins in expanding the family business. The trio become major players in the drug world."
