movie_name,year,genre,rating,description
How to Rob,2022,Crime,9.6,"Sean Price and Jimmy Winters are a two man stick up crew, robbing criminals from Boston to Cape Cod. Sean wants out of the game but it's not so simple when a couple of killers are hunting them for retribution over a past robbery."
King B.'s ROOST the Sequel,2010,"Action, Crime",9.6,"The Gang is back well, at least the Mob is. Follow Alex ""Candyman"" Sims as he tries to navigate the Chicago Mob and escape with his life."
La Muerte De Un Federal,2019,"Crime, Adventure, Action",9.6,Add a Plot
Forgotten Legacy,2022,Crime,9.6,"When legendary serial killer Micah Anders dies in prison, a sudden and renewed interest arises in the crimes he committed 10 years prior in an isolated area of the Sierra Nevada mountains."
Unexpected Confrontation,2019,"Crime, Drama",9.6,"When a police detective drives her way to a typical day at work, she soon finds out Reality can be way stranger than the Twilight Zone. This ironic, provocative and yet realistic portrait ...                See full summary »"
Quem Matou Laura Paula,2022,"Comedy, Crime, Thriller",9.6,"When a nun from the Sagrado Convento de Queijo Flamengo is found dead at the bottom of a ravine, detective Tó Manel - known as the Poirot of Marco de Canaveses - goes in search of the truth in a mind-boggling investigation."
Murders in the Snowy Minisote,2022,Crime,9.6,Add a Plot
College road,2022,Crime,9.6,"Ajay, a college student develops software to help nab cyber criminals. At the same time, a cyber crime spree is happening in Chennai."
Foster Sin,2018,"Crime, Drama",9.5,The movie Foster Sin will bring some awareness to the mistreatment of the children in the foster care system.
Dream Lock,2022,"Crime, Drama, Mystery",9.5,Over the course of three dreams a man foresee events about to occur not realizing his ability to influence a physical activity without physical interaction.
Range Road 290,2023,Crime,9.5,"A day in the life of Samar and Jeeta, two street-smart Punjabi drug dealers from Calgary. After serving 3 years in prison, today Samar returns home to an estranged wife Kamal. Though his ...                See full summary »"
Broken Truth,2020,"Crime, Drama, Thriller",9.5,"It's about a man (Michael) who loves his neighbor woman (Jessica), and enter a problem after a problem until he know something that change the look of life for him, you'll cry when you understand his feelings"
Pulse of the Indigo,2012,"Crime, Thriller",9.5,"Two crime families are at war, but soon realize they aren't the only ones capable of murder."
Adnan Kafazi,2023,"Comedy, Crime, Drama",9.5,"As their city is occupied by a new organized crime boss, three local gangsters decide to return from Mexico and fight him in a mouse and cat game."
Dangerous Ones,2022,"Crime, Drama, Western",9.5,"A New York City couple decide to take a getaway trip to Texas, but unknowingly cross paths with the wrong kind of people."
Muttnik,2009,"Crime, Horror, Thriller",9.5,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »"
Vilangu,1987,Crime,9.5,"Jayaram, a police officer, detains the son of an international criminal, Amarnath. However, the lives of Jayaram's family are at stake when Amarnath kidnaps them and demands the release of his son."
Little Angel (Angelita),2015,"Crime, Drama, Thriller",9.5,"When the unspeakable death of a child occurs in the Lower East Side of New York, an entire city searches for answers. An answer that brings a chill up the spine of anyone strong enough to ...                See full summary »"
Detective Inspector,2022,"Action, Comedy, Crime",9.5,"After the events of The Arsonist (2020), Detective Constable Price (George Everett-Button) and Detective Inspector Newman (Toby Haycock) team up to defend the city from corruption."
Maanavudu Daanavudu,1986,Family,9.9,Add a Plot
Nerazumevalica (Understandinglessness),2022,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Prathigna,1982,"Comedy, Family",9.8,Add a Plot
The Great Mystery,2010,Family,9.8,"Off to see the American West, and exploring the religious traditions of the world. Catherine Corona undertakes a Great Adventure discovering The Greatest Mystery of All time!"
Thirteen Downs,2012,"Drama, Family",9.8,"A modern day Drama that explores a broken family's fallen past. When an estranged son shows up at his missing father's home only to find an underage girl staying there, a mad rush to put all the pieces together ensues."
Prince Oak Oakleyski Andronovo,2022,"Drama, Family",9.8,"It's a Family sort of genre, plus strong vibe of Drama improvised with ebullience of togetherness when Prince Oak Oakleyski, Akim Rakhimov, and other members of Andronovo tradition assembled together in one tribe educating modern routine."
Smile Hearts,2022,Family,9.8,Healthy and successful life make with smile Heart
Fazeeta,2019,"Comedy, Drama, Family",9.8,"This story is about a milk seller who is very honest and diligent in his work. Soni collides with Vikash's motorcycle and Vikash takes her to the hospital and takes care of them, both of them fall in love and then get married."
MeippadaSei,2023,Family,9.7,"Four ignorant boys were surviving their life with the support of parents in Tanjore village, one of them (Muthupandi) falling in love, thereby, opposition occurring, cause of lower and upper casting and racism,"
"Big games, in search of three treasures",2021,Family,9.7,"Good friends accidentally enters a mysterious world. Two friends set out in search of three gems to unravel the mystery of Zolboo, which is full of fairy tales and is stuck in a dream world."
Jingle Vingle the Movie,2022,Family,9.7,"Presenting India's First Christmas Themed Movie. A fun-filled, heart-warming Holiday Season film. Finally, Bollywood brings its own style to the Christmas story."
Love You Papa,2022,Family,9.7,Love you papa explores the timeless father-daughter bond;
Etham,2022,"Drama, Family, Romance",9.7,"'Etham' a colorful campus love story.Releted to Drama, Romance and Family."
Pardoned by Grace,2022,"Drama, Family",9.7,"The life of Scott Highberger, a Michigan City, Indiana pastor. Before he practiced religion he was strung out. Once an Drug addict, alcoholic, and recidivist. Now doing gods work. This is ...                See full summary »"
Vasanthi Nalidaga,2022,"Family, Musical, Romance",9.7,"Sanjay, a carefree youngster brought up in luxury leads a life detached from emotions. When he reacts to a life-altering situation casually, his father decides his son needs to learn the importance of relationships and responsibilities."
Amche Samsar,2021,Family,9.7,This film shows village beauty and culture the giving the younger generation exposure to Konkani culture.
Ayisha,2023,"Comedy, Drama, Family",9.6,"Migrating to a Gulf country to become a domestic worker for an elite Arab family, Ayisha slowly learns all the palace etiquette. An interesting course of events lead to the bloom of a beautiful bond between Mama and Ayisha."
Asha,2022,Family,9.6,Asha was born into a poor family. Her mother never loved her because she was handicapped. But there is a creative ability hidden in her. One day she becomes a great artist.
The Child King,2007,Family,9.5,"When seven year old Jarret West questions the existence of Santa Claus, his teenage older brother, Jeremy, a young man with Down Syndrome, takes him on a quest to the North Pole to prove Santa is real."
Momo in Dubai,2023,"Comedy, Drama, Family",9.5,"A lower middle class family, where the man, despite his financial hardships, brings his wife and children to live with him in the UAE. It looks at their struggles, but is a mix of poignant and happy moments."
Raaji Always Khush,2022,Family,9.5,Raaji Always Khush is an Upcoming Gujarati Film which is releasing on 24th June 2022. The film is Adoption of International Book Pollyanna . This Film taught you how to be a happy in any ...                See full summary »
The Silent e,2013,"Animation, Adventure, Family",9.5,"The Silent e is an epic adventure of a letter 'e' who can't speak but must find his parents in the Times New Roman Empire. Led by the Evil 4, the Arial Race commences genocide on all Times ...                See full summary »"
Chabuk,2022,Family,9.5,"I slept only to wake up as a new man in my old life. This is my story, my journey. An epic journey from after-life. A true homecoming, an occasion to re-live, to regret, to relish and to ...                See full summary »"
Nuvve Naa Pranam,2022,"Drama, Family",9.5,Add a Plot
Shelter in the Storm,1987,"Drama, Family",9.4,"Four friends wrestle with moving out the town they were born and raised in, when they suddenly find themselves out of work because the towns only factory has been shut down."
Gandhada Gudi,2022,"Adventure, Family, Musical",9.4,"An epic musical celebration of India's blessed land, precious culture and incredible stories at an unprecedented scale, complete with songs and the beauty of nature."
The Switch Up,2022,"Comedy, Drama, Family",9.4,"4 Orphan Kids from India, getting a chance of a lifetime to come to Los Angeles and live with a wealthy Man. What they didn't expect is that they would have to use their street smarts. A ...                See full summary »"
Kinfolk,2022,Family,9.4,Kinfolk is a family drama about a Dysfunctional functioning family
MAATI 2 Kahani kisaan ki,2022,"Drama, Family",9.4,"This film is about the child of a farmer laborer wants to study, In todays era, technology is most important for farmer so that they can do farming and the farmer can become self-sufficient by producing good crops."
Maa Inti Katha,1990,Family,9.4,Add a Plot
Nerazumevalica (Understandinglessness),2022,"Family, Fantasy",9.9,"In ancient times, the country was ruled by Mudrozica - the Sorceress of the country. She equally divided her's powers among the inhabitants of six different Unions: the Uraganopolci, the ...                See full summary »"
Mrugtrushna,2021,"Drama, Fantasy",9.8,"Mrugtrushna is about four kids living on the banks of a river in 1980s Gujarat, and their desire to explore the other side of the river, leading them on a journey of imagination and wonder that they would cherish and remember forever."
Unbounded - Animated Series,2022,"Animation, Fantasy",9.7,Add a Plot
Pullu Rising,2022,Fantasy,9.6,"The story narrates the struggle of a girl, the victim of a brutal gang rape, to survive in an infinite field of grass, where a thief helps her to survive."
Adam & the Water,2022,"Drama, Fantasy, Romance",9.5,"Adam is stuck. Anxious. Alone. Trapped in a nine to five. Lost without purpose, he meets Eva. As she enters Adam's life, something changes, and a new reality awakens him."
Shards of Glass,2009,"Drama, Fantasy, Horror",9.4,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.
Zo in Exile,2022,Fantasy,9.4,"Zo and friends venture off for a weekend getaway to a cabin in the quiet town of Exile, New York. But a bucolic vacation turns grim when Zo's friends, fueled by debauchery and excess, ...                See full summary »"
Turning Mecard W: The Secret of Van dine - Special Edition,2018,"Animation, Action, Adventure",9.4,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary »"
Rifftrax: Twilight,2009,"Comedy, Drama, Fantasy",9.4,"RiffTrax was caught up in the Twilight frenzy, and not surprisingly, given that we are staffed almost exclusively by 13-year-old girls. So when we heard rumors of the feature film-the ...                See full summary »"
Halcyon Dreams,2016,"Adventure, Drama, Fantasy",9.4,"A group of interconnected individuals are on a journey of various 'states' of heaven, hell and purgatory to rediscover their lost childhood dreams and aspirations."
Kamen Rider Geats × Revice: Movie Battle Royale,2022,"Action, Fantasy",9.4,Add a Plot
La otra magia,2016,"Fantasy, Horror, Mystery",9.4,In the depths of the city of Buenos Aires there is a strange house where ceremonies and rituals full of occult elements are performed.
Juan Balucas at ang Bayabas,2018,"Adventure, Comedy, Fantasy",9.4,"Juan Balucas at ang Bayabas features Nourish ""Icon"" Lapus, as JUAN BALUCAS, the son of JOHN (Archie Alemania) who has been mistaken to be Juan Tamad and turned into stone by the mystical ...                See full summary »"
7 7,2022,Fantasy,9.4,"Two strangers experience a sudden death/re-birth that thrusts them into the most important relationship of their existence. Through their shattered new realities, they explore their psychological and emotional dilemmas for inner peace."
Spamalot,2004,"Comedy, Fantasy, Musical",9.4,"Musical based on ""Monty Python and the Holy Grail"""
The World of Kapata,2022,"Drama, Fantasy",9.4,"While in conversation with the masks in his house, an old man discovers the backstabbing realities from his past which depicts the fakeness of the world he lives in."
Teenage Vampire 2,2022,"Comedy, Drama, Fantasy",9.3,"When Teenage Vampire, Sin, moves into a new neighborhood, friends Amber, Beth, and Neila set out to prove that Sin is a vampire plotting to take over the school."
Khudbudi,2022,"Drama, Fantasy, Mystery",9.3,"A 26 year old girl life changes by the sudden death of her entire family. During which she started hallucinating about a 10 year old girl, But once what was only hallucinations ,came to be a much bigger part of her life."
Ramayana: The Legend of Prince Rama,1993,"Animation, Action, Adventure",9.2,"An anime adaptation of the Hindu epic the Ramayana, where Lord Ram combats the wicked king Ravana."
Angelita... Ako ang iyong ina,1979,"Drama, Fantasy",9.2,Add a Plot
Ramayan,1981,Fantasy,9.2,Add a Plot
Sufferland,2015,"Drama, Fantasy",9.2,A walk through the many compartmentalized landscapes in the mind of a tormented girl who is under the control of a tormented man.
Melvik,2016,"Adventure, Fantasy",9.1,"Elthor, the prince of Bedwill, is captured during a city invasion and taken to a mysterious place. He must find out who did this and where he is. In his journey, he makes a lot of ...                See full summary »"
Un film dans les rêves,2021,Fantasy,9.1,"Sandra recounts a strange experience with a love offered to her by the cinema, taking over her feelings, with the emotions that constitute it, emanating a supernatural beauty that slowly take over the reality in which she thinks is living."
Sant Ravidas Ki Amar Kahani,1983,Fantasy,9.1,Saint Ravidas faces several obstacles in his way while spreading the thought of equality through his devotional songs.
Mail Time,2016,"Comedy, Drama, Fantasy",9.1,"Ted's monotonous magic mail-man routine is about to suffer an exquisite enhancement and what seems, for his daily costumers, a ridiculous magician routine, becomes the most prodigious mail delivering experience of a lifetime."
Bhagavadajjukam,2021,Fantasy,9.1,"Shandilya is the disciple of Parivrajaka, a Buddhist monk. He comes across with Vasanthasena, a courtesan. Vasanthasena dies on spot as a result of Yamadoota's carelessness. Witnessing ...                See full summary »"
Satori,2015,Fantasy,9.1,"Nightly, Satori gives birth to eggs and sells them in order to make enough money to survive so she can continue to make art. Satori becomes worn out and conflicted with the act of selling ...                See full summary »"
Rainbow Door,2023,"Comedy, Drama, Fantasy",9.1,"A writer struggles with a screenplay, death, alcohol and what color the door should be painted."
Holy Terrors,2017,Fantasy,9.0,Six Weird Tales by Arthur Machen.
Sunset Blvd.,1950,"Drama, Film-Noir",8.4,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.
Double Indemnity,1944,"Crime, Drama, Film-Noir",8.3,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
I Am a Fugitive from a Chain Gang,1932,"Crime, Drama, Film-Noir",8.2,"Wrongly convicted James Allen serves in the intolerable conditions of a Southern chain gang, which later comes back to haunt him."
White Heat,1949,"Action, Crime, Drama",8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
Rebecca,1940,"Drama, Film-Noir, Mystery",8.1,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
The Third Man,1949,"Film-Noir, Mystery, Thriller",8.1,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
Ace in the Hole,1951,"Drama, Film-Noir",8.1,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
The Maltese Falcon,1941,"Crime, Film-Noir, Mystery",8.0,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
The Night of the Hunter,1955,"Crime, Drama, Film-Noir",8.0,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
Out of the Past,1947,"Crime, Drama, Film-Noir",8.0,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
Sweet Smell of Success,1957,"Drama, Film-Noir",8.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.
The Killing,1956,"Crime, Drama, Film-Noir",8.0,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.
Touch of Evil,1958,"Crime, Drama, Film-Noir",8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
In a Lonely Place,1950,"Drama, Film-Noir, Mystery",7.9,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
The Big Heat,1953,"Crime, Film-Noir, Thriller",7.9,Tough cop Dave Bannion takes on a politically powerful crime syndicate.
Fury,1936,"Crime, Drama, Film-Noir",7.9,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder."
Angels with Dirty Faces,1938,"Crime, Drama, Film-Noir",7.9,A priest tries to stop a gangster from corrupting a group of street kids.
Laura,1944,"Drama, Film-Noir, Mystery",7.9,A police detective falls in love with the woman whose murder he is investigating.
Night and the City,1950,"Crime, Film-Noir, Mystery",7.9,A small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.
The Roaring Twenties,1939,"Crime, Drama, Film-Noir",7.9,Three men attempt to make a living in Prohibitionist America after returning home from fighting together in World War I.
Mildred Pierce,1945,"Crime, Drama, Film-Noir",7.9,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
The Lost Weekend,1945,"Drama, Film-Noir",7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
The Big Sleep,1946,"Crime, Film-Noir, Mystery",7.9,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
Notorious,1946,"Drama, Film-Noir, Romance",7.9,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?
Strangers on a Train,1951,"Crime, Drama, Film-Noir",7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
Nora inu,1949,"Crime, Drama, Film-Noir",7.8,"During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol."
Scarlet Street,1945,"Crime, Drama, Film-Noir",7.8,"A man in mid-life crisis befriends a young woman, though her fiancé persuades her to con him out of the fortune they mistakenly assume he possesses."
To Have and Have Not,1944,"Adventure, Comedy, Film-Noir",7.8,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
The Asphalt Jungle,1950,"Crime, Drama, Film-Noir",7.8,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
The Set-Up,1949,"Crime, Film-Noir, Sport",7.8,"Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter."
Journey of Eternity,2019,"Drama, History",10.0,"After his beloved fiancé was forcibly taken away, Esho a school teacher, is falsely accused of committing a crime and gets thrown in an Iraqi prison. While in prison, he witnesses the ...                See full summary »"
Time's Paradox,2023,"History, Sci-Fi",10.0,"""Time's Paradox"" follows Juwel Chowdhury, a young and ambitious scientist, as he joins forces with the fearless time traveler, Ricky Riyaf. Together, they embark on a dangerous mission to ...                See full summary »"
Sika,2022,"Drama, History",9.9,"Abdelghafour is a journalist who writes about the social and historical links between the inhabitants of the far north and the south of Morocco. He is trucked by al-Batal, a head of a ...                See full summary »"
Prince Oak Oakleyski: Lord Kandanai Maneesawath,2022,"Adventure, Biography, History",9.8,"Biography of his early life, team history, and exciting adventure of Prince Oak Oakleyski a.k.a. Lord Kandanai Maneesawath in real life movie. This movie demonstrates many aspects of how Prince Oak Oakleyski unveiled himself."
Lo spirito del serchio,2009,"Biography, History",9.7,"An Italian documentary film, interviews Gino Birindelli and explores the history of the Adverters of the Queen of the Queen of the Navy during the Second World War."
Forgotten Heroes: The Robert Hartsock Story,2019,History,9.7,"In Vietnam, over 10,000 American lives were saved by the actions of over 4,000 military working dogs and their handlers. This is the story of US Army SSgt Robert Hartsock, the only handler to have ever received the Medal of Honor."
Tutankhamun: Enter the Tomb,2019,"Adventure, History",9.7,Add a Plot
Prince of Eurasia,2022,"Action, Biography, History",9.7,"Rare historical biography of Prince Oak Oakleyski was encapsulated in this movie. Filming mainly in Uzbekistan, the original homeland of royal ancestry of Prince Oak Oakleyski. Some dust-up actions were brought into play for zest."
La Grande Guerra del Salento,2022,"Drama, History, Romance",9.6,"As the world slowly licks the wounds of World War II, in Salento another war is continuing between the inhabitants of two villages, Supersano and Ruffano. The rivalry between the football ...                See full summary »"
The Unfinished Portrait,2019,"Drama, History, Romance",9.6,"Artur, a successful painter in Albania has a exhibit in Italy. The most praised painting by the critics is the portrait of girl entitled 'Light of Love' that unveils a forbidden love in ...                See full summary »"
Seven Thousand Souls,2020,History,9.6,SEVEN THOUSAND SOULS is a documentary - a feature film about the suffering of Serbian and Russian soldiers and interned civilians in Austro-Hungarian camps on the territory of today's Czech...                See full synopsis »
Marco Polo: The China Mystery Revealed,2022,"Drama, History",9.5,"Marco Polo became a legend after his epic, 24 year trek across Asia. Was he the world's greatest overland explorer? Or the biggest liar? National Geographic's own legend, Michael Yamashita, used Polo's book as a guide to find the truth."
Enchained,2019,"Drama, History, Romance",9.5,"Ethiopia, 1916: Gobeze is a timid, peace-loving, young man of 25; a brilliant student who dedicates his whole life to ""Sem Ina Werq"" (riddles with dual meaning). He is caught in bed with ...                See full summary »"
Quota - The Reservation,2022,"Drama, History, Thriller",9.5,"Quota The Reservation, Story of a Dalit medical student who faces discrimination and bias only due to his lower caste, and one day he decides to break the system and do something like the whole nation will shake up"
Ibn Hanbal,2017,"Biography, History",9.4,Add a Plot
Swaraj: Bharat Ke Swatantrata Sangram Ki Samagra Gatha,2022,History,9.4,SWARAJ - Bharat ke Swatantra Sangram ki Samagra Gatha Bring to life the stories of unsung heroes who sacrificed and fought for India over 450 years of freedom struggle but remain unheard ...                See full summary »
The Business of Show Business,1983,History,9.4,An examination of the history of Show Business.
Lupeo,2020,History,9.4,"LUPEO is based on true events of January 12, 2010, the memorial of the tragic earthquake in Haiti."
Life of St. Paul Series,1949,"Biography, Drama, History",9.4,The life of Apostle Paul from the New Testament. This extremely rare and hard to find film chronicles Saul of Taurus as he becomes born again as Paul the Apostle.
Maipa Deapati & Datu Museng (The Hero,2018,History,9.3,Add a Plot
The Phantom of Yun Gang Grottoes,2016,History,9.3,"Because of a commemorative coin of Yungang Grottoes, a Russian girl Anna came to Shanxi Datong. There she met a fan who addicts into Yungang Grottoes culture research, a decadent single ...                See full summary »"
Our Catherine,2018,"Biography, Drama, History",9.3,"Set in modern day South Shields, County Durham, young English author Catherine Cookson is transported from the 1920s and returns to her hometown."
Addour,2017,History,9.3,Add a Plot
The Wind & the Reckoning,2022,"Adventure, Drama, History",9.3,"As an outbreak of leprosy engulfs 19th-century colonial Hawai'i, a small group of infected Native Hawaiians resist government-mandated exile, taking a courageous stand against the provisional government. Inspired by real-life events."
Prince Oakleyski Eurasia - Royalwiki,2022,"History, Mystery",9.3,"The film disclosed an unseen side of Prince Oak Oakleyski in his unforgettable history. It encompasses some depressive elements, such as a bewildering sickness of him that was unexplained. However, he has recovered himself like a miracle."
"Adieu, Lacan",2022,History,9.3,"After two miscarriages and --in her own words-- ""losing"" her husband, a Brazilian woman goes to Paris to see Jacques Lacan, reputedly ""the most controversial psychoanalyst since Freud."""
Les palmiers blessés,2010,"Drama, History",9.2,"Bizerte, Tunisia, winter of 1991, a Tunisian writer entrusts the typing of an autobiographical manuscript to the young woman, Chama, thanks to the content of the book, now she feels the ...                See full summary »"
Cervino - la montagna del mondo,2015,"Adventure, History",9.2,"Sitting in a mysterious theatre in the city, a young man dreams to climb the Matterhorn along the classic Italian way opened by J.A. Carrel in 1865. A marvelous journey through the folds of...                See full summary »"
Supreme Motherhood: The Journey of Mata Sahib Kaur,2022,"Animation, Adventure, History",9.2,"The story of Mata Sahib Kaur Ji, also known as the Mother of the Khalsa, as she became a strong female leader of the Khalsa nation in 17th and 18th-century India."
The Price of Power: William Goebel the Man and the Myth,2009,"Biography, History",9.2,Add a Plot
December 24,2023,"Horror, Thriller",9.7,Finding Medicine for Breathing issues that newborn baby's facing in some parts of the state of karnataka due to some environmental problems.
Slaughter Beach,2022,"Comedy, Horror",9.6,Two wannabe heroes track down a crazed serial killer who is terrorizing their coastal town.
Heavy Makeup,2015,"Horror, Mystery, Thriller",9.6,"After a series of brutal murders occur in their quiet Hollywood neighborhood, two women search for clues to uncover the identity of a serial killer who is targeting struggling young actresses."
WJHC AM,2022,"Comedy, Horror, Thriller",9.6,"A smart ass DJ wants to start a career in radio, but the only place that will hire him is an old Southern Gospel Radio station. His first night shift happens during Y2K AND the rapture. Literally, all hell breaks loose."
Girls on a Boat,2012,Horror,9.5,"Girls On A Boat is a feature film about four female dancers embarking on a spooky vacation. Miss Red's new boyfriend, Jerry Finklestein, invites her and her three friends to the famous Boat...                See full summary »"
Accept or Reject,2022,"Horror, Thriller",9.5,A group of young people is indulging in an unfamiliar internet game. A game of knowledge and skills which at first glance appears harmless over time turns into a fight for life.
Muttnik,2009,"Crime, Horror, Thriller",9.5,"Samuel, a serial killer and the feral boy-dog Muttnik hunt down and kill people that abuse and murder animals. When a runaway teenage brother and sister, and an escaped convict and his ...                See full summary »"
Riyaa,2022,"Horror, Thriller",9.4,"The story is about 5 characters who have a dream of becoming great musicians. To accomplish this, they look for a peaceful place to work on their music."
Shards of Glass,2009,"Drama, Fantasy, Horror",9.4,Death disguised as a woman leading a suicide cult tries to influence people to die by their own hand.
Presa Nocturna,2022,"Drama, Horror, Mystery",9.4,"A Murderer named ""The Umbrella Man"" starts killing one person per night in a town called ""Jalos"" A Detective must stop this nightmare next to the Commander of the town, who nobody trusts."
La otra magia,2016,"Fantasy, Horror, Mystery",9.4,In the depths of the city of Buenos Aires there is a strange house where ceremonies and rituals full of occult elements are performed.
Cannibillies,2016,Horror,9.4,"'Tis the season for the Harvest of the Black Moon. The Iscariot family has chosen three people to be the souls to harvest for their holiday feast. According to cannibal customs, the three ...                See full summary »"
Valentine Crush,2021,Horror,9.4,"A roller derby player gets in a little over her head after she meets her ""number one fan""."
Moksha,2022,"Crime, Horror, Mystery",9.3,Moksha is a suspense thriller revolving around a sinister masked man and the mystery around his identity. Who is this Mask-Man? and what he is going to do? lies the crux of the film. With a...                See full summary »
Sin Apple,2022,Horror,9.3,A man places a woman under a spell to make her fall in love with him. Problems arise when her true love comes back into the picture.
Zombi Apocalipsis Sensuale,2013,Horror,9.3,Bondini is a mad doctor who is creating an army of Zombie Cannibals and trying to give birth to the first zombie baby
Backrooms: The Movie,2022,Horror,9.2,Kane Pixels (Kane Parsons) Falls Into The Backrooms And Try's To Get Out Of It
Dark Ditties Presents 'Finders Keepers',2018,Horror,9.2,Two inept poacher brothers stumble upon a barely breathing man with a locked briefcase in the woods.
La Noche de la Bruja,2019,"Drama, Horror, Thriller",9.2,Add a Plot
Bukunja Tekunja Mitti: The Cannibals,2012,"Action, Horror",9.2,It's an action packed movie
House Call,2013,Horror,9.2,"When 16-year-old Mariam's little brother Vince falls ill on her watch, she calls their family doctor to make a house call. But when the doctor ends up dead, nothing prepares the children ...                See full summary »"
Miltown,2022,"Horror, Thriller",9.2,"When an ancient being infiltrates an imaginative young man's family ranch, he must take it upon himself to discover who can be trusted and who is turning them against each other."
Deer Camp '86,2022,"Comedy, Horror, Thriller",9.2,"In the fall of 1986, six knuckleheads from Detroit travel north to partake in the annual tradition of deer hunting. But something horrific has been awakened and the hunters become the hunted."
The Devil's Whispers,2009,"Horror, Thriller",9.2,"Maric Drogovski has lived with guilt for over a year. But when the time comes to face up to what he has done, he not only makes things worse, he throws himself into another realm without any hope of redemption."
Spooky Month - The Stars,2019,"Animation, Comedy, Horror",9.2,It's Spooky Month! This Time Skid and Pump meet a new friend. And he can show them the stars.
Repulse,2021,"Drama, Horror, Thriller",9.2,A dark drama starring an unexpectedly maniacal Stepán Kozub and an unstable heroine played by Pavla Gajdosíková.
Kapala,2022,"Horror, Thriller",9.1,The movie begins from Bangalore. 2 siblings live along with their friend in an apartment in the city. The younger brother falls unexpectedly in deep trouble which turns almost fatal.
Blackout,2020,"Horror, Mystery",9.1,This film looks back on the mysterious disappearances that took place at the fort of Mont-Tarb in November 2018.
Topless Tori's Tomb of Terror,2022,"Comedy, Crime, Drama",9.1,"An anthology tribute to late night horror host shows featuring shot-on-video short films from three independent filmmakers, as well as mock commercials, commentary tracks and more."
The Arc,2016,"Action, Crime, Drama",9.1,"A secret organization with a hidden agenda sets in motion the beginning of Armageddon. Governments have been infiltrated, law and order become an illusion, and humanity struggles to hang on...                See full summary »"
The Puzzling Secret,2020,Mystery,10.0,Add a Plot
Nishachar,2022,Mystery,9.8,Ritu goes clubbing late at night furiously because she had a feud with her boyfriend but the night had some treacherous plans for her.
Prince Oak Oakleyski: Eurasia Handsome Sovereign,2022,Mystery,9.8,"Prince Oak Oakleyski returned to Tashkent city once again because he missed his forefather, but there's something about him that lead an enormous group of people to be his attendance."
Parvatinagar,2022,"Crime, Mystery, Thriller",9.7,"Police arrest former lover 'Arvind' of a prostitute 'Shweta' for her murder . The police are suspicious of Arvind but have no evidence to support it. After getting beaten up by the police, ...                See full summary »"
